X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
SUPPLIER32,ITEM_0910,50,EACH,6.98,349,2150,8.8,50,50,5,15007,SITE2,BUYER4,MRP,18,77.2,2x per week,61.424,349,349,125.64
SUPPLIER32,ITEM_0899,50,EACH,6.98,349,550,2.2,50,50,6,3839,SITE8,BUYER4,MRP,8,80,2x per week,15.356,349,349,55.84
SUPPLIER32,ITEM_0904,50,EACH,6.98,349,3050,12.4,50,50,6,21289,SITE8,BUYER4,MRP,39,81,2x per week,86.552,349,349,272.22
SUPPLIER32,ITEM_0905,50,EACH,6.98,349,450,1.8,50,50,6,3141,SITE8,BUYER4,MRP,7,100,2x per week,12.564,349,349,48.86
SUPPLIER32,ITEM_0910,50,EACH,6.98,349,2650,10.8,50,50,6,18497,SITE8,BUYER4,MRP,33,88.4,2x per week,75.384,349,349,230.34
SUPPLIER16,ITEM_5552,2000,EACH,0.17,348,17600,71.8,800,800,10,3062.4,SITE3,BUYER11,MRP,906,91.1,5x per week,12.206,136,136,154.02
SUPPLIER232,ITEM_5565,10,PIECE,34.53,345.3,135,0.6,5,5,3,4661.55,SITE6,BUYER6,MRP,5,93.8,3x per week,20.718,172.65,172.65,172.65
SUPPLIER232,ITEM_5468,20,PIECE,17.24,344.8,555,2.3,5,5,4,9568.2,SITE6,BUYER6,MRP,15,95.9,3x per week,39.652,86.2,86.2,258.6
SUPPLIER186,ITEM_5419,31200,INCH,0.01,343.2,32136,131.2,15600,15600,18,353.5,SITE1,BUYER10,MRP,15600,0,5x per week,1.312,156,156,156
SUPPLIER196,ITEM_1380,400,EACH,0.86,342.8,33700,137.6,100,100,5,28880.9,SITE2,BUYER11,MRP,304,26.6,2x per week,118.336,86,86,261.44
SUPPLIER32,ITEM_0903,250,EACH,1.37,342.25,1600,6.5,50,50,6,2190.4,SITE12,BUYER4,MRP,15,77.2,2x per week,8.905,68.5,68.5,20.55
SUPPLIER9,ITEM_6562,6000,PIECE,0.06,342,287000,1171.4,500,500,10,16359,SITE1,BUYER1,MRP,3337,94.8,1x per week,70.284,30,30,200.22
SUPPLIER24,ITEM_0541,20,PIECE,17.05,341,150,0.6,10,10,6,2557.5,SITE4,BUYER2,MRP,2,96.2,5x per week,10.23,170.5,170.5,34.1
SUPPLIER26,ITEM_1482,250,PIECE,1.34,333.75,2500,10.2,50,50,6,3337.5,SITE10,BUYER2,MRP,100,0,2x per week,13.668,67,67,134
SUPPLIER196,ITEM_0925,2,EACH,166.45,332.9,11,0,1,1,6,1830.95,SITE12,BUYER11,MRP,1,88.5,2x per week,0,166.45,166.45,166.45
SUPPLIER24,ITEM_2081,50,EACH,6.61,330.5,275,1.1,25,25,7,1817.75,SITE10,BUYER2,MRP,25,85,5x per week,7.271,165.25,165.25,165.25
SUPPLIER276,ITEM_5732,400,PIECE,0.83,330.4,4100,16.7,100,100,10,3386.6,SITE1,BUYER4,MRP,47,97.4,2x per week,13.861,83,83,39.01
SUPPLIER171,ITEM_6123,3000,PIECE,0.11,330,16500,67.3,1500,1500,14,1815,SITE6,BUYER7,MRP,594,68.4,5x per week,7.403,165,165,65.34
SUPPLIER145,ITEM_5897,600,PIECE,0.55,330,4800,19.6,300,300,10,2640,SITE3,BUYER4,MRP,62,96.3,5x per week,10.78,165,165,34.1
SUPPLIER146,ITEM_4619,1000,PIECE,0.33,329,28198,115.1,1000,1000,1,9277.14,SITE2,BUYER11,MRP,800,96.3,5x per week,37.983,330,330,264
SUPPLIER25,ITEM_3116,200,PIECE,1.64,328,1600,6.5,100,100,15,2624,SITE2,BUYER12,MRP,100,77.8,5x per week,10.66,164,164,164
SUPPLIER83,ITEM_2394,400,EACH,0.81,325.2,1200,4.9,400,400,5,975.6,SITE2,BUYER4,MRP,10,0,1x per week,3.969,324,324,8.1
SUPPLIER230,ITEM_4181,120,POUND,2.71,325.2,240,1,120,120,5,650.4,SITE2,BUYER2,MRP,3,40,1x per week,2.71,325.2,325.2,8.13
SUPPLIER235,ITEM_3702,4000,PIECE,0.08,324,123000,502,1000,1000,6,9963,SITE12,BUYER7,MRP,1056,70.1,1x per week,40.16,80,80,84.48
SUPPLIER83,ITEM_2350,1275,EACH,0.25,323.85,18366,75,1700,1700,5,4664.96,SITE2,BUYER4,MRP,142,1.4,1x per week,18.75,425,425,35.5
SUPPLIER107,ITEM_1419,5000,PIECE,0.06,320,15000,61.2,5000,5000,10,960,SITE2,BUYER11,MRP,41,50,5x per week,3.672,300,300,2.46
SUPPLIER276,ITEM_2647,100,EACH,3.2,320,450,1.8,50,50,6,1440,SITE12,BUYER4,MRP,7,100,2x per week,5.76,160,160,22.4
SUPPLIER83,ITEM_2436,3500,EACH,0.09,318.5,78400,320,4900,700,6,7134.4,SITE8,BUYER4,MRP,977,12,1x per week,28.8,441,63,87.93
SUPPLIER32,ITEM_2443,150,EACH,2.11,317.1,3750,15.3,50,50,6,7927.5,SITE8,BUYER4,MRP,50,81.9,2x per week,32.283,105.5,105.5,105.5
SUPPLIER283,ITEM_3455,1200,EACH,0.26,316.8,7200,29.4,1200,1200,15,1900.8,SITE2,BUYER7,MRP,280,20,5x per week,7.644,312,312,72.8
SUPPLIER16,ITEM_5363,15000,PIECE,0.02,315,400000,1632.7,2500,2500,5,8400,SITE3,BUYER11,MRP,5001,88.1,1x per week,32.654,50,50,100.02
SUPPLIER26,ITEM_6466,150,PIECE,2.09,313.5,1870,7.6,50,50,6,3908.3,SITE6,BUYER2,MRP,100,1.4,2x per week,15.884,104.5,104.5,209
SUPPLIER231,ITEM_5554,10,PIECE,31.23,312.27,130,0.5,5,5,2,4059.51,SITE1,BUYER6,MRP,5,72.3,3x per week,15.615,156.15,156.15,156.15
SUPPLIER110,ITEM_2281,5000,EACH,0.06,310,5000,20.4,5000,5000,3,310,SITE10,BUYER11,MRP,100,100,5x per week,1.224,300,300,6
SUPPLIER276,ITEM_5983,40,EACH,7.68,307.2,180,0.7,20,20,15,1382.4,SITE1,BUYER4,MRP,5,83.3,2x per week,5.376,153.6,153.6,38.4
SUPPLIER196,ITEM_1959,2000,PIECE,0.15,306,48000,195.9,1000,1000,15,7344,SITE2,BUYER11,MRP,576,23.3,2x per week,29.385,150,150,86.4
SUPPLIER171,ITEM_3779,2500,FOOT,0.12,305,30000,122.4,2500,2500,15,3660,SITE2,BUYER7,MRP,1250,52.4,5x per week,14.688,300,300,150
SUPPLIER186,ITEM_6103,23400,INCH,0.01,304.2,210600,859.6,7800,7800,6,2737.8,SITE6,BUYER10,MRP,15600,73.6,5x per week,8.596,78,78,156
SUPPLIER32,ITEM_2450,700,EACH,0.43,303.8,23100,94.3,100,100,6,10025.4,SITE8,BUYER4,MRP,289,82.8,2x per week,40.549,43,43,124.27
SUPPLIER75,ITEM_5103,12,PIECE,25.27,303.24,49,0.2,12,12,25,1238.23,SITE2,BUYER12,MRP,3,0,1x per week,5.054,303.24,303.24,75.81
SUPPLIER293,ITEM_6625,400,PIECE,0.75,300.8,12200,49.8,200,200,5,9174.4,SITE3,BUYER11,MRP,96,91.8,1x per week,37.35,150,150,72
SUPPLIER146,ITEM_4450,700,PIECE,0.43,299.6,2800,11.4,700,700,2,1198.4,SITE7,BUYER11,MRP,23,100,5x per week,4.902,301,301,9.89
SUPPLIER148,ITEM_5612,525,PIECE,0.57,298.73,17350,70.8,525,525,7,9872.15,SITE6,BUYER11,MRP,235,43.2,2x per week,40.356,299.25,299.25,133.95
SUPPLIER205,ITEM_1032,3200,FOOT,0.09,297.6,6400,26.1,7200,7200,5,595.2,SITE2,BUYER6,MRP,600,100,5x per week,2.349,648,648,54
SUPPLIER181,ITEM_4766,185,PIECE,1.6,295.82,165,0.7,160,160,11,263.84,SITE7,BUYER11,MRP,1,100,1x per week,1.12,256,256,1.6
SUPPLIER235,ITEM_3283,7000,EACH,0.04,294,151000,616.3,1000,1000,5,6342,SITE2,BUYER7,MRP,2611,16.4,1x per week,24.652,40,40,104.44
SUPPLIER186,ITEM_6128,11700,INCH,0.03,292.5,191100,780,3900,3900,6,4777.5,SITE6,BUYER10,MRP,7800,74.2,5x per week,23.4,117,117,234
SUPPLIER35,ITEM_0397,2000,PIECE,0.15,292,29000,118.4,1000,1000,6,4234,SITE8,BUYER7,MRP,262,96.4,5x per week,17.76,150,150,39.3
SUPPLIER110,ITEM_2144,10000,EACH,0.03,290,185500,757.1,5000,5000,2,5379.5,SITE7,BUYER11,MRP,1592,100,5x per week,22.713,150,150,47.76
SUPPLIER51,ITEM_6343,700,PIECE,0.41,288.4,5250,21.4,350,350,22,2163,SITE6,BUYER7,MRP,200,65.5,2x per week,8.774,143.5,143.5,82
SUPPLIER219,ITEM_3814,36000,EACH,0.01,288,660000,2693.9,12000,12000,7,5280,SITE6,BUYER11,MRP,8581,87.4,3x per week,26.939,120,120,85.81
SUPPLIER219,ITEM_3814,36000,EACH,0.01,288,528000,2155.1,12000,12000,5,4224,SITE2,BUYER11,MRP,4310,83.8,3x per week,21.551,120,120,43.1
SUPPLIER51,ITEM_6409,2000,PIECE,0.14,286,64000,261.2,2000,2000,5,9152,SITE6,BUYER7,MRP,522,54.4,5x per week,36.568,280,280,73.08
SUPPLIER51,ITEM_3631,2000,PIECE,0.14,286,46000,187.8,2000,2000,5,6578,SITE10,BUYER7,MRP,600,59.5,2x per week,26.292,280,280,84
SUPPLIER276,ITEM_5953,200,EACH,1.42,284,400,1.6,200,200,10,568,SITE1,BUYER4,MRP,5,100,2x per week,2.272,284,284,7.1
SUPPLIER284,ITEM_6518,6912,INCH,0.04,283.39,47232,192.8,3456,3456,7,1936.51,SITE3,BUYER10,MRP,2880,83.3,5x per week,7.712,138.24,138.24,115.2
SUPPLIER186,ITEM_5647,23400,INCH,0.01,280.8,46800,191,23400,23400,15,561.6,SITE6,BUYER10,MRP,11700,0,5x per week,1.91,234,234,117
SUPPLIER239,ITEM_4770,7800,PIECE,0.04,280.8,73800,301.2,2400,600,6,2656.8,SITE12,BUYER11,MRP,4000,96,1x per week,12.048,96,24,160
SUPPLIER219,ITEM_6555,4000,PIECE,0.07,280,188000,767.3,6000,6000,7,13160,SITE6,BUYER11,MRP,3380,93,1x per week,53.711,420,420,236.6
SUPPLIER67,ITEM_1221,4000,PIECE,0.07,280,34000,138.8,2000,2000,10,2380,SITE2,BUYER6,MRP,600,75,5x per week,9.716,140,140,42
SUPPLIER26,ITEM_1491,110,PIECE,2.53,277.75,200,0.8,10,10,6,505,SITE10,BUYER2,MRP,50,0,2x per week,2.024,25.3,25.3,126.5
SUPPLIER152,ITEM_5399,7,EACH,39.5,276.5,31,0.1,20,20,20,1224.5,SITE3,BUYER4,MRP,1,40,5x per week,3.95,790,790,39.5
SUPPLIER32,ITEM_3494,5000,PIECE,0.06,275,10000,40.8,5000,5000,7,550,SITE10,BUYER4,MRP,61,100,2x per week,2.448,300,300,3.66
SUPPLIER51,ITEM_6030,700,PIECE,0.39,273,21350,87.1,350,350,7,8326.5,SITE6,BUYER7,MRP,257,56.5,2x per week,33.969,136.5,136.5,100.23
SUPPLIER51,ITEM_3518,10000,PIECE,0.03,270,140000,571.4,7500,7500,20,3780,SITE2,BUYER7,MRP,7957,61.3,5x per week,17.142,225,225,238.71
SUPPLIER218,ITEM_0753,19,PIECE,14.14,268.7,385,1.6,50,50,11,5444.67,SITE2,BUYER1,MRP,10,56.9,2x per week,22.624,707,707,141.4
SUPPLIER64,ITEM_3230,2000,PIECE,0.13,268,4000,16.3,2000,2000,10,536,SITE2,BUYER12,MRP,25,0,1x per week,2.119,260,260,3.25
SUPPLIER249,ITEM_4556,144,BOTTLE,1.85,266.4,1008,4.1,144,144,2,1864.8,SITE2,BUYER8,MRP,12,91.7,3x per week,7.585,266.4,266.4,22.2
SUPPLIER249,ITEM_4565,144,BOTTLE,1.85,266.4,864,3.5,144,144,2,1598.4,SITE2,BUYER8,MRP,10,72.7,3x per week,6.475,266.4,266.4,18.5
SUPPLIER249,ITEM_4567,144,BOTTLE,1.85,266.4,1584,6.5,144,144,2,2930.4,SITE2,BUYER8,MRP,22,76.5,2x per week,12.025,266.4,266.4,40.7
SUPPLIER249,ITEM_4568,144,BOTTLE,1.85,266.4,3504,14.3,144,144,2,6482.4,SITE2,BUYER8,MRP,44,93.8,2x per week,26.455,266.4,266.4,81.4
SUPPLIER249,ITEM_4570,144,BOTTLE,1.85,266.4,3168,12.9,144,144,2,5860.8,SITE2,BUYER8,MRP,41,85.6,2x per week,23.865,266.4,266.4,75.85
SUPPLIER146,ITEM_4717,900,EACH,0.3,265.5,9380,38.3,900,900,2,2767.1,SITE4,BUYER11,MRP,87,100,5x per week,11.49,270,270,26.1
SUPPLIER83,ITEM_6729,1500,PIECE,0.18,262.5,1500,6.1,3000,1500,25,262.5,SITE1,BUYER4,MRP,500,100,1x per week,1.098,540,270,90
SUPPLIER24,ITEM_0487,8,PIECE,32.73,261.84,15,0.1,10,1,6,490.95,SITE12,BUYER2,MRP,2,100,5x per week,3.273,327.3,32.73,65.46
SUPPLIER110,ITEM_2331,10000,EACH,0.03,260,80000,326.5,10000,10000,2,2080,SITE4,BUYER11,MRP,1,93.8,5x per week,9.795,300,300,0.03
SUPPLIER110,ITEM_2270,20000,EACH,0.01,260,340000,1387.8,20000,20000,2,4420,SITE8,BUYER11,MRP,2776,100,5x per week,13.878,200,200,27.76
SUPPLIER85,ITEM_2059,10800,INCH,0.02,259.2,457200,1866.1,28800,1800,5,10972.8,SITE2,BUYER5,MRP,5622,88.9,2x per week,37.322,576,36,112.44
SUPPLIER144,ITEM_3128,200,PIECE,1.3,259.2,12700,51.8,100,100,3,16459.2,SITE2,BUYER7,MRP,227,14.8,3x per week,67.34,130,130,295.1
SUPPLIER110,ITEM_2271,4000,EACH,0.06,256,11000,44.9,2000,2000,2,704,SITE7,BUYER11,MRP,98,100,5x per week,2.694,120,120,5.88
SUPPLIER110,ITEM_2199,7500,EACH,0.03,255,20000,81.6,2500,2500,2,680,SITE12,BUYER11,MRP,204,100,5x per week,2.448,75,75,6.12
SUPPLIER83,ITEM_2435,2800,EACH,0.09,254.8,140700,574.3,4900,700,5,12803.7,SITE2,BUYER4,MRP,1212,3.4,1x per week,51.687,441,63,109.08
SUPPLIER83,ITEM_2374,400,EACH,0.64,254.4,7200,29.4,1000,1000,5,4579.2,SITE2,BUYER4,MRP,54,0,1x per week,18.816,640,640,34.56
SUPPLIER218,ITEM_3135,500,EACH,0.51,254,15481,63.2,500,500,6,7864.35,SITE2,BUYER1,MRP,193,73.8,2x per week,32.232,255,255,98.43
SUPPLIER129,ITEM_3757,12000,EACH,0.02,252,781500,3189.8,12000,12000,3,16411.5,SITE2,BUYER3,MRP,5600,76.2,2x per week,63.796,240,240,112
SUPPLIER276,ITEM_5961,2000,EACH,0.13,252,24000,98,400,400,10,3024,SITE1,BUYER4,MRP,299,98.2,2x per week,12.74,52,52,38.87
SUPPLIER235,ITEM_3805,3500,PIECE,0.07,252,161000,657.1,3500,3500,5,11592,SITE2,BUYER7,MRP,1679,16.1,1x per week,45.997,245,245,117.53
SUPPLIER85,ITEM_1851,5760,PIECE,0.04,247.68,278400,1136.3,960,960,5,11971.2,SITE2,BUYER5,MRP,3495,84.7,2x per week,45.452,38.4,38.4,139.8
SUPPLIER196,ITEM_1741,200,EACH,1.22,244.8,1200,4.9,200,200,5,1468.8,SITE2,BUYER11,MRP,3,36.4,2x per week,5.978,244,244,3.66
SUPPLIER144,ITEM_6381,1500,FOOT,0.16,241.5,51000,208.2,1500,1500,7,8211,SITE6,BUYER7,MRP,1500,98.6,5x per week,33.312,240,240,240
SUPPLIER239,ITEM_4159,14200,EACH,0.02,241.4,140225,572.3,7100,7100,5,2383.83,SITE2,BUYER11,MRP,2818,70.8,1x per week,11.446,142,142,56.36
SUPPLIER24,ITEM_0475,8,PIECE,30.1,240.8,37,0.2,10,1,6,1113.7,SITE12,BUYER2,MRP,2,90.9,5x per week,6.02,301,30.1,60.2
SUPPLIER110,ITEM_2295,40000,PIECE,0.01,240,760000,3102,10000,10000,6,4560,SITE1,BUYER11,MRP,30000,98.6,1x per week,31.02,100,100,300
SUPPLIER110,ITEM_2191,20000,PIECE,0.01,240,390000,1591.8,10000,10000,1,4680,SITE2,BUYER11,MRP,3673,91.3,5x per week,15.918,100,100,36.73
SUPPLIER51,ITEM_3650,20000,PIECE,0.01,240,180000,734.7,20000,20000,3,2160,SITE2,BUYER7,MRP,1533,23.5,5x per week,7.347,200,200,15.33
SUPPLIER92,ITEM_1960,1632,PIECE,0.15,239.9,12648,51.6,816,408,10,1859.26,SITE2,BUYER3,MRP,367,91,2x per week,7.74,122.4,61.2,55.05
SUPPLIER146,ITEM_4655,250,EACH,0.95,238.25,550,2.2,250,250,2,524.15,SITE12,BUYER11,MRP,5,75,5x per week,2.09,237.5,237.5,4.75
SUPPLIER232,ITEM_3658,6800,EACH,0.04,238,132600,541.2,1700,1700,5,4641,SITE10,BUYER6,MRP,3400,93.7,3x per week,21.648,68,68,136
SUPPLIER35,ITEM_1772,100,PIECE,2.37,237.3,500,2,100,100,6,1186.5,SITE12,BUYER7,MRP,10,100,3x per week,4.74,237,237,23.7
SUPPLIER144,ITEM_2533,500,PIECE,0.47,235.5,23750,96.9,250,250,3,11186.25,SITE2,BUYER7,MRP,467,18.1,5x per week,45.543,117.5,117.5,219.49
SUPPLIER200,ITEM_0953,16,PIECE,14.65,234.4,55,0.2,25,25,10,805.75,SITE3,BUYER4,MRP,1,100,5x per week,2.93,366.25,366.25,14.65
SUPPLIER144,ITEM_3215,240,PIECE,0.98,234.24,5760,23.5,120,120,3,5621.76,SITE2,BUYER7,MRP,105,7.8,5x per week,23.03,117.6,117.6,102.9
SUPPLIER186,ITEM_5686,9360,INCH,0.03,234,177840,725.9,4680,4680,6,4446,SITE6,BUYER10,MRP,9360,85.7,5x per week,21.777,140.4,140.4,280.8
SUPPLIER233,ITEM_3658,6800,EACH,0.03,231.2,372300,1519.6,1700,1700,5,12658.2,SITE3,BUYER6,MRP,14040,65.3,3x per week,45.588,51,51,421.2
SUPPLIER110,ITEM_2153,600,PIECE,0.39,231,400,1.6,200,200,7,154,SITE3,BUYER11,MRP,100,83.3,5x per week,0.624,78,78,39
SUPPLIER284,ITEM_6522,23040,INCH,0.01,230.4,92160,376.2,11520,11520,2,921.6,SITE6,BUYER10,MRP,11520,0,5x per week,3.762,115.2,115.2,115.2
SUPPLIER110,ITEM_2152,1000,PIECE,0.23,230,16000,65.3,500,500,3,3680,SITE6,BUYER11,MRP,106,98.2,5x per week,15.019,115,115,24.38
SUPPLIER205,ITEM_1029,1200,FOOT,0.19,229.2,6000,24.5,600,600,5,1146,SITE2,BUYER6,MRP,600,70.6,5x per week,4.655,114,114,114
SUPPLIER85,ITEM_5478,5720,EACH,0.04,228.8,17160,70,5720,5720,7,686.4,SITE6,BUYER5,MRP,2860,100,2x per week,2.8,228.8,228.8,114.4
SUPPLIER196,ITEM_1381,225,PIECE,1.02,228.6,48375,197.4,75,75,5,49149,SITE2,BUYER11,MRP,507,34.9,2x per week,201.348,76.5,76.5,517.14
SUPPLIER276,ITEM_5778,99,PIECE,2.29,226.71,757,3.1,50,50,10,1733.53,SITE3,BUYER4,MRP,9,100,2x per week,7.099,114.5,114.5,20.61
SUPPLIER117,ITEM_5640,300,PIECE,0.75,224.4,900,3.7,300,300,6,673.2,SITE3,BUYER1,MRP,18,100,1x per week,2.775,225,225,13.5
SUPPLIER200,ITEM_5499,16000,EACH,0.01,224,249000,1016.3,8000,8000,3,3486,SITE1,BUYER11,MRP,3135,82.8,5x per week,10.163,80,80,31.35
SUPPLIER276,ITEM_5972,400,EACH,0.56,222.4,1000,4.1,200,200,18,556,SITE1,BUYER4,MRP,49,100,2x per week,2.296,112,112,27.44
SUPPLIER196,ITEM_6603,560,PIECE,0.39,218.96,1500,6.1,1000,1000,16,586.5,SITE3,BUYER11,MRP,1,100,1x per week,2.379,390,390,0.39
SUPPLIER216,ITEM_4361,84,CARTRIDGE,2.56,215.04,6899,28.2,24,12,7,17661.44,SITE2,BUYER5,MRP,150,68.1,2x per week,72.192,61.44,30.72,384
SUPPLIER232,ITEM_5712,10,PIECE,21.19,211.9,60,0.2,5,5,5,1271.4,SITE6,BUYER6,MRP,5,92.3,3x per week,4.238,105.95,105.95,105.95
SUPPLIER32,ITEM_2447,100,EACH,2.11,211.4,150,0.6,100,50,6,317.1,SITE4,BUYER4,MRP,2,100,2x per week,1.266,211,105.5,4.22
SUPPLIER231,ITEM_5816,19200,INCH,0.01,211.2,19200,78.4,19200,19200,5,211.2,SITE1,BUYER6,MRP,7878,100,3x per week,0.784,192,192,78.78
SUPPLIER35,ITEM_1755,200,PIECE,1.05,210.4,600,2.4,200,200,5,631.2,SITE2,BUYER7,MRP,7,71.4,3x per week,2.52,210,210,7.35
SUPPLIER196,ITEM_2475,2000,PIECE,0.11,210,12000,49,2000,2000,5,1260,SITE2,BUYER11,MRP,100,33.3,2x per week,5.39,220,220,11
SUPPLIER32,ITEM_2448,400,EACH,0.52,209.6,13100,53.5,100,100,6,6864.4,SITE8,BUYER4,MRP,163,86,2x per week,27.82,52,52,84.76
SUPPLIER85,ITEM_1810,675,PIECE,0.31,209.25,24300,99.2,675,675,5,7533,SITE2,BUYER5,MRP,460,90.3,2x per week,30.752,209.25,209.25,142.6
SUPPLIER35,ITEM_1819,1500,PIECE,0.14,205.5,33500,136.7,10000,10000,5,4589.5,SITE2,BUYER7,MRP,286,85.7,5x per week,19.138,1400,1400,40.04
SUPPLIER110,ITEM_2149,1000,PIECE,0.2,204,2000,8.2,1000,1000,3,408,SITE6,BUYER11,MRP,100,100,5x per week,1.64,200,200,20
SUPPLIER276,ITEM_5743,100,PIECE,2.04,204,600,2.4,50,50,7,1224,SITE6,BUYER4,MRP,8,90,2x per week,4.896,102,102,16.32
SUPPLIER146,ITEM_4530,625,EACH,0.32,199.38,1500,6.1,500,500,3,478.5,SITE10,BUYER11,MRP,16,13.8,5x per week,1.952,160,160,5.12
SUPPLIER239,ITEM_4178,10000,PIECE,0.02,190,50000,204.1,10000,10000,7,950,SITE6,BUYER11,MRP,122,85.7,1x per week,4.082,200,200,2.44
SUPPLIER144,ITEM_3593,5000,PIECE,0.04,190,2900,11.8,3000,3000,11,110.2,SITE12,BUYER7,MRP,816,100,5x per week,0.472,120,120,32.64
SUPPLIER35,ITEM_1754,200,PIECE,0.95,189.8,1600,6.5,200,200,5,1518.4,SITE2,BUYER7,MRP,13,100,3x per week,6.175,190,190,12.35
SUPPLIER51,ITEM_3439,1000,EACH,0.19,189,21500,87.8,500,500,3,4063.5,SITE2,BUYER7,MRP,318,14.3,5x per week,16.682,95,95,60.42
SUPPLIER104,ITEM_1936,2,PIECE,94.49,188.98,17,0.1,1,1,13,1606.33,SITE2,BUYER4,MRP,1,83.9,5x per week,9.449,94.49,94.49,94.49
SUPPLIER104,ITEM_1937,2,PIECE,94.49,188.98,40,0.2,1,1,13,3779.6,SITE2,BUYER4,MRP,1,93.9,5x per week,18.898,94.49,94.49,94.49
SUPPLIER207,ITEM_2112,1000,PIECE,0.19,187,12000,49,1000,1000,12,2244,SITE10,BUYER11,MRP,343,71.4,5x per week,9.31,190,190,65.17
SUPPLIER293,ITEM_2288,5650,PIECE,0.03,186.45,219700,896.7,5650,5650,3,7250.1,SITE10,BUYER11,MRP,1428,95.9,1x per week,26.901,169.5,169.5,42.84
SUPPLIER205,ITEM_1028,1200,FOOT,0.16,186,10200,41.6,600,600,5,1581,SITE2,BUYER6,MRP,600,72.4,5x per week,6.656,96,96,96
SUPPLIER24,ITEM_0546,10,PIECE,18.51,185.1,1420,5.8,10,10,5,26284.2,SITE2,BUYER2,MRP,30,72.1,5x per week,107.358,185.1,185.1,555.3
SUPPLIER145,ITEM_6545,300,PIECE,0.61,183,2700,11,300,300,10,1647,SITE6,BUYER4,MRP,40,78.9,5x per week,6.71,183,183,24.4
SUPPLIER253,ITEM_5012,727.2,OUNCE,0.25,181.8,5575.2,22.8,242.4,242.4,6,1393.8,SITE4,BUYER2,MRP,242,81.4,1x per week,5.7,60.6,60.6,60.5
SUPPLIER155,ITEM_5477,18144,INCH,0.01,181.44,88128,359.7,28512,28512,5,881.28,SITE3,BUYER5,MRP,12960,100,5x per week,3.597,285.12,285.12,129.6
SUPPLIER35,ITEM_3184,200,PIECE,0.9,180.8,400,1.6,200,200,5,361.6,SITE2,BUYER7,MRP,7,75,2x per week,1.44,180,180,6.3
SUPPLIER246,ITEM_5726,18000,INCH,0.01,180,468000,1910.2,18000,18000,12,4680,SITE1,BUYER7,MRP,14224,87.8,1x per week,19.102,180,180,142.24
SUPPLIER144,ITEM_6585,5000,PIECE,0.04,180,125000,510.2,30000,30000,15,4500,SITE1,BUYER7,MRP,7653,72.7,5x per week,20.408,1200,1200,306.12
SUPPLIER32,ITEM_3482,10000,PIECE,0.02,180,157615,643.3,10000,10000,7,2837.07,SITE6,BUYER4,MRP,1808,79.5,2x per week,12.866,200,200,36.16
SUPPLIER110,ITEM_2295,30000,PIECE,0.01,180,160000,653.1,10000,10000,3,960,SITE10,BUYER11,MRP,10000,100,1x per week,6.531,100,100,100
SUPPLIER293,ITEM_2268,15000,EACH,0.01,180,307978,1257.1,11000,11000,7,3695.74,SITE10,BUYER11,MRP,2500,95.8,3x per week,12.571,110,110,25
SUPPLIER26,ITEM_6459,100,PIECE,1.79,179,11350,46.3,50,50,6,20316.5,SITE6,BUYER2,MRP,100,3,2x per week,82.877,89.5,89.5,179
SUPPLIER276,ITEM_5729,100,PIECE,1.76,176,700,2.9,100,100,10,1232,SITE1,BUYER4,MRP,7,100,2x per week,5.104,176,176,12.32
SUPPLIER32,ITEM_0035,100,EACH,1.74,173.7,150,0.6,50,50,6,260.55,SITE8,BUYER4,MRP,2,75,2x per week,1.044,87,87,3.48
SUPPLIER284,ITEM_6547,1440,PIECE,0.12,172.8,4800,19.6,480,480,2,576,SITE1,BUYER10,MRP,960,52.6,5x per week,2.352,57.6,57.6,115.2
SUPPLIER32,ITEM_0900,100,EACH,1.69,169.2,900,3.7,50,50,6,1522.8,SITE12,BUYER4,MRP,12,79.5,2x per week,6.253,84.5,84.5,20.28
SUPPLIER48,ITEM_0375,7000,EACH,0.02,168,56884,232.2,5000,5000,10,1365.22,SITE7,BUYER6,MRP,2500,61.3,1x per week,4.644,100,100,50
SUPPLIER67,ITEM_1202,800,EACH,0.21,168,6000,24.5,400,400,10,1260,SITE2,BUYER6,MRP,100,85.2,5x per week,5.145,84,84,21
SUPPLIER67,ITEM_1204,800,EACH,0.21,168,7600,31,400,400,10,1596,SITE2,BUYER6,MRP,200,92.1,5x per week,6.51,84,84,42
SUPPLIER225,ITEM_5702,10,PIECE,16.68,166.77,91,0.4,10,10,5,1517.61,SITE3,BUYER6,MRP,5,89.5,4x per week,6.672,166.8,166.8,83.4
SUPPLIER27,ITEM_1126,250,PIECE,0.66,165.75,4400,18,2000,2000,6,2917.2,SITE12,BUYER2,MRP,150,100,5x per week,11.88,1320,1320,99
SUPPLIER235,ITEM_3567,300,EACH,0.55,165.3,300,1.2,300,300,6,165.3,SITE4,BUYER7,MRP,1,100,1x per week,0.66,165,165,0.55
SUPPLIER145,ITEM_5896,300,PIECE,0.55,165,8700,35.5,300,300,10,4785,SITE1,BUYER4,MRP,125,80,5x per week,19.525,165,165,68.75
SUPPLIER110,ITEM_2203,2500,EACH,0.07,165,5000,20.4,2500,2500,2,330,SITE12,BUYER11,MRP,41,40,5x per week,1.428,175,175,2.87
SUPPLIER232,ITEM_5709,10,PIECE,16.44,164.4,15,0.1,5,5,5,246.6,SITE6,BUYER6,MRP,5,100,3x per week,1.644,82.2,82.2,82.2
