Supplier,Part Number,Quantity on Hand,Item UOM,Item Cost,$ on Hand,Annual Usage Qty,Average Daily Usage Qty,Minimum Order Qty,Box Size Qty,Lead Time [Days],Annual Usage [$],Mfg_Site,Planner Code,Planning Method,Safety Stock Qty,% Received On Time,Delivery Frequency
SUPPLIER83,ITEM_2368,549,EACH,0.72,395.28,510.0,2.1,560,560,15,367.20,SITE2,BUYER4,MRP,25,0.0,1x per week
SUPPLIER117,ITEM_5644,157,PIECE,2.51,393.29,101.0,0.4,224,224,6,253.01,SITE3,BUYER1,MRP,1,100.0,1x per week
SUPPLIER276,ITEM_6261,60,PIECE,6.55,393.00,638.0,2.6,20,20,12,4178.90,SITE6,BUYER4,MRP,17,94.7,2x per week
SUPPLIER47,ITEM_5034,120,TUB,3.27,392.40,768.0,3.1,72,24,30,2511.36,SITE10,BUYER2,MRP,144,78.3,2x per month
SUPPLIER110,ITEM_2161,30000,PIECE,0.01,390.00,490000.0,2000.0,10000,10000,6,6370.00,SITE1,BUYER11,MRP,6122,98.9,2x per month
SUPPLIER274,ITEM_6790,3000,PIECE,0.13,390.00,28500.0,116.3,500,500,7,3705.00,SITE6,BUYER7,MRP,857,85.3,1x per week
SUPPLIER239,ITEM_6469,16800,EACH,0.02,386.40,915600.0,3737.1,2800,2800,7,21058.80,SITE6,BUYER11,MRP,11923,92.8,1x per week
SUPPLIER6,ITEM_0093,186,POUND,2.07,384.09,614.0,2.5,84,84,16,1267.91,SITE2,BUYER1,MRP,29,78.0,4x per week
SUPPLIER146,ITEM_4714,900,PIECE,0.43,383.40,10790.0,44.0,900,900,2,4596.54,SITE4,BUYER11,MRP,39,95.4,5x per week
SUPPLIER171,ITEM_3738,5000,PIECE,0.08,380.00,93000.0,379.6,5000,5000,8,7068.00,SITE4,BUYER7,MRP,1127,84.4,5x per week
SUPPLIER6,ITEM_0300,184,POUND,2.07,379.96,6996.0,28.6,95,95,11,14446.74,SITE4,BUYER1,MRP,177,77.6,4x per week
SUPPLIER205,ITEM_4469,2400,FOOT,0.16,379.20,52800.0,215.5,600,600,5,8342.40,SITE8,BUYER6,MRP,1200,93.0,5x per week
SUPPLIER246,ITEM_3241,4000,FOOT,0.09,376.00,56000.0,228.6,2000,2000,9,5264.00,SITE10,BUYER7,MRP,920,85.2,1x per week
SUPPLIER239,ITEM_4109,8000,PIECE,0.05,376.00,68000.0,277.6,4000,4000,6,3196.00,SITE7,BUYER11,MRP,931,96.7,1x per week
SUPPLIER51,ITEM_3619,7500,PIECE,0.05,375.00,135000.0,551.0,7500,7500,3,6750.00,SITE2,BUYER7,MRP,1249,26.5,2x per week
SUPPLIER186,ITEM_5616,93600,INCH,0.00,374.40,936000.0,3820.4,31200,31200,6,3744.00,SITE6,BUYER10,MRP,62400,84.0,5x per week
SUPPLIER293,ITEM_2293,22000,PIECE,0.02,374.00,460808.0,1880.8,10000,10000,1,7833.74,SITE2,BUYER11,MRP,4914,79.0,2x per week
SUPPLIER284,ITEM_6511,18432,INCH,0.02,368.64,304128.0,1241.3,9216,9216,2,6082.56,SITE1,BUYER10,MRP,9216,76.5,5x per week
SUPPLIER216,ITEM_4355,144,CARTRIDGE,2.56,368.64,4356.0,17.8,24,12,7,11151.36,SITE2,BUYER5,MRP,80,73.0,2x per week
SUPPLIER283,ITEM_3467,2500,EACH,0.15,367.50,5000.0,20.4,2500,2500,15,735.00,SITE2,BUYER7,MRP,292,0.0,1x per week
SUPPLIER276,ITEM_5944,60,EACH,6.09,365.40,140.0,0.6,20,20,7,852.60,SITE6,BUYER4,MRP,1,71.4,2x per week
SUPPLIER144,ITEM_3353,9600,INCH,0.04,364.80,336000.0,1371.4,4800,4800,3,12768.00,SITE10,BUYER7,MRP,2600,62.3,5x per week
SUPPLIER187,ITEM_6203,10395,INCH,0.04,363.83,183645.0,749.6,3465,3465,5,6427.58,SITE3,BUYER3,MRP,6930,97.9,5x per week
SUPPLIER83,ITEM_2389,600,EACH,0.61,363.00,6600.0,26.9,1000,1000,5,3993.00,SITE2,BUYER4,MRP,57,7.7,1x per week
SUPPLIER287,ITEM_6180,12000,PIECE,0.03,360.00,72000.0,293.9,12000,12000,15,2160.00,SITE6,BUYER4,MRP,1763,100.0,5x per week
SUPPLIER110,ITEM_2135,30000,EACH,0.01,360.00,630000.0,2571.4,10000,10000,1,7560.00,SITE2,BUYER11,MRP,5224,95.0,5x per week
SUPPLIER129,ITEM_4463,2000,EACH,0.18,360.00,127000.0,518.4,4500,4500,3,22860.00,SITE2,BUYER3,MRP,1925,75.9,2x per week
SUPPLIER276,ITEM_5924,180,EACH,1.99,358.20,1620.0,6.6,60,60,12,3223.80,SITE6,BUYER4,MRP,41,100.0,2x per week
SUPPLIER272,ITEM_4639,5550,FOOT,0.06,355.20,8275.0,33.8,2775,185,7,529.60,SITE6,BUYER5,MRP,925,37.5,1x per week
SUPPLIER45,ITEM_6567,600,PIECE,0.59,354.00,1800.0,7.3,200,200,52,1062.00,SITE6,BUYER2,MRP,400,100.0,1x per week
SUPPLIER45,ITEM_6537,600,PIECE,0.59,354.00,3200.0,13.1,200,200,50,1888.00,SITE3,BUYER2,MRP,174,86.2,1x per week
SUPPLIER276,ITEM_5961,2800,EACH,0.13,352.80,46800.0,191.0,400,400,7,5896.80,SITE6,BUYER4,MRP,573,96.7,2x per week
SUPPLIER239,ITEM_4061,2580,PIECE,0.14,350.88,178020.0,726.6,2580,2580,7,24210.72,SITE10,BUYER11,MRP,1896,85.5,1x per week
SUPPLIER110,ITEM_5287,2000,PIECE,0.18,350.00,4000.0,16.3,2000,2000,1,700.00,SITE2,BUYER11,MRP,4,75.0,5x per week
SUPPLIER32,ITEM_0910,50,EACH,6.98,349.00,2150.0,8.8,50,50,5,15007.00,SITE2,BUYER4,MRP,18,77.2,2x per week
SUPPLIER32,ITEM_0899,50,EACH,6.98,349.00,550.0,2.2,50,50,6,3839.00,SITE8,BUYER4,MRP,8,80.0,2x per week
SUPPLIER32,ITEM_0904,50,EACH,6.98,349.00,3050.0,12.4,50,50,6,21289.00,SITE8,BUYER4,MRP,39,81.0,2x per week
SUPPLIER32,ITEM_0905,50,EACH,6.98,349.00,450.0,1.8,50,50,6,3141.00,SITE8,BUYER4,MRP,7,100.0,2x per week
SUPPLIER32,ITEM_0910,50,EACH,6.98,349.00,2650.0,10.8,50,50,6,18497.00,SITE8,BUYER4,MRP,33,88.4,2x per week
SUPPLIER16,ITEM_5552,2000,EACH,0.17,348.00,17600.0,71.8,800,800,10,3062.40,SITE3,BUYER11,MRP,906,91.1,5x per week
SUPPLIER232,ITEM_5565,10,PIECE,34.53,345.30,135.0,0.6,5,5,3,4661.55,SITE6,BUYER6,MRP,5,93.8,3x per week
SUPPLIER232,ITEM_5468,20,PIECE,17.24,344.80,555.0,2.3,5,5,4,9568.20,SITE6,BUYER6,MRP,15,95.9,3x per week
SUPPLIER186,ITEM_5419,31200,INCH,0.01,343.20,32136.0,131.2,15600,15600,18,353.50,SITE1,BUYER10,MRP,15600,0.0,5x per week
SUPPLIER196,ITEM_1380,400,EACH,0.86,342.80,33700.0,137.6,100,100,5,28880.90,SITE2,BUYER11,MRP,304,26.6,2x per week
SUPPLIER32,ITEM_0903,250,EACH,1.37,342.25,1600.0,6.5,50,50,6,2190.40,SITE12,BUYER4,MRP,15,77.2,2x per week
SUPPLIER9,ITEM_6562,6000,PIECE,0.06,342.00,287000.0,1171.4,500,500,10,16359.00,SITE1,BUYER1,MRP,3337,94.8,1x per week
SUPPLIER24,ITEM_0541,20,PIECE,17.05,341.00,150.0,0.6,10,10,6,2557.50,SITE4,BUYER2,MRP,2,96.2,5x per week
SUPPLIER26,ITEM_1482,250,PIECE,1.34,333.75,2500.0,10.2,50,50,6,3337.50,SITE10,BUYER2,MRP,100,0.0,2x per week
SUPPLIER196,ITEM_0925,2,EACH,166.45,332.90,11.0,0.0,1,1,6,1830.95,SITE12,BUYER11,MRP,1,88.5,2x per week
SUPPLIER24,ITEM_2081,50,EACH,6.61,330.50,275.0,1.1,25,25,7,1817.75,SITE10,BUYER2,MRP,25,85.0,5x per week
SUPPLIER196,ITEM_1666,500,EACH,0.66,330.50,10631.0,43.4,500,500,5,7027.09,SITE13,BUYER11,Min-max,,92.5,2x per week
SUPPLIER276,ITEM_5732,400,PIECE,0.83,330.40,4100.0,16.7,100,100,10,3386.60,SITE1,BUYER4,MRP,47,97.4,2x per week
SUPPLIER110,ITEM_2289,10000,EACH,0.03,330.00,10500.0,42.9,10000,10000,1,346.50,SITE1,BUYER11,Min-max,,100.0,5x per week
SUPPLIER171,ITEM_6123,3000,PIECE,0.11,330.00,16500.0,67.3,1500,1500,14,1815.00,SITE6,BUYER7,MRP,594,68.4,5x per week
SUPPLIER145,ITEM_5897,600,PIECE,0.55,330.00,4800.0,19.6,300,300,10,2640.00,SITE3,BUYER4,MRP,62,96.3,5x per week
SUPPLIER146,ITEM_4619,1000,PIECE,0.33,329.00,28198.0,115.1,1000,1000,1,9277.14,SITE2,BUYER11,MRP,800,96.3,5x per week
SUPPLIER25,ITEM_3116,200,PIECE,1.64,328.00,1600.0,6.5,100,100,15,2624.00,SITE2,BUYER12,MRP,100,77.8,5x per week
SUPPLIER83,ITEM_2394,400,EACH,0.81,325.20,1200.0,4.9,400,400,5,975.60,SITE2,BUYER4,MRP,10,0.0,1x per week
SUPPLIER230,ITEM_4181,120,POUND,2.71,325.20,240.0,1.0,120,120,5,650.40,SITE2,BUYER2,MRP,3,40.0,1x per week
SUPPLIER235,ITEM_3702,4000,PIECE,0.08,324.00,123000.0,502.0,1000,1000,6,9963.00,SITE12,BUYER7,MRP,1056,70.1,1x per week
SUPPLIER83,ITEM_2350,1275,EACH,0.25,323.85,18366.0,75.0,1700,1700,5,4664.96,SITE2,BUYER4,MRP,142,1.4,1x per week
SUPPLIER132,ITEM_2458,40000,EACH,0.01,320.00,200000.0,816.3,40000,40000,5,1600.00,SITE4,BUYER11,Min-max,,100.0,5x per week
SUPPLIER107,ITEM_1419,5000,PIECE,0.06,320.00,15000.0,61.2,5000,5000,10,960.00,SITE2,BUYER11,MRP,41,50.0,5x per week
SUPPLIER276,ITEM_2647,100,EACH,3.20,320.00,450.0,1.8,50,50,6,1440.00,SITE12,BUYER4,MRP,7,100.0,2x per week
SUPPLIER83,ITEM_2436,3500,EACH,0.09,318.50,78400.0,320.0,4900,700,6,7134.40,SITE8,BUYER4,MRP,977,12.0,1x per week
SUPPLIER32,ITEM_2443,150,EACH,2.11,317.10,3750.0,15.3,50,50,6,7927.50,SITE8,BUYER4,MRP,50,81.9,2x per week
SUPPLIER283,ITEM_3455,1200,EACH,0.26,316.80,7200.0,29.4,1200,1200,15,1900.80,SITE2,BUYER7,MRP,280,20.0,5x per week
SUPPLIER16,ITEM_5363,15000,PIECE,0.02,315.00,400000.0,1632.7,2500,2500,5,8400.00,SITE3,BUYER11,MRP,5001,88.1,1x per week
SUPPLIER26,ITEM_6466,150,PIECE,2.09,313.50,1870.0,7.6,50,50,6,3908.30,SITE6,BUYER2,MRP,100,1.4,2x per week
SUPPLIER231,ITEM_5554,10,PIECE,31.23,312.27,130.0,0.5,5,5,2,4059.51,SITE1,BUYER6,MRP,5,72.3,3x per week
SUPPLIER110,ITEM_2281,5000,EACH,0.06,310.00,5000.0,20.4,5000,5000,3,310.00,SITE10,BUYER11,MRP,100,100.0,5x per week
SUPPLIER24,ITEM_5872,30,PIECE,10.25,307.50,18.0,0.1,30,30,5,184.50,SITE1,BUYER2,Min-max,,0.0,5x per week
SUPPLIER276,ITEM_5983,40,EACH,7.68,307.20,180.0,0.7,20,20,15,1382.40,SITE1,BUYER4,MRP,5,83.3,2x per week
SUPPLIER196,ITEM_1959,2000,PIECE,0.15,306.00,48000.0,195.9,1000,1000,15,7344.00,SITE2,BUYER11,MRP,576,23.3,2x per week
SUPPLIER171,ITEM_3779,2500,FOOT,0.12,305.00,30000.0,122.4,2500,2500,15,3660.00,SITE2,BUYER7,MRP,1250,52.4,5x per week
SUPPLIER186,ITEM_6103,23400,INCH,0.01,304.20,210600.0,859.6,7800,7800,6,2737.80,SITE6,BUYER10,MRP,15600,73.6,5x per week
SUPPLIER32,ITEM_2450,700,EACH,0.43,303.80,23100.0,94.3,100,100,6,10025.40,SITE8,BUYER4,MRP,289,82.8,2x per week
SUPPLIER75,ITEM_5103,12,PIECE,25.27,303.24,49.0,0.2,12,12,25,1238.23,SITE2,BUYER12,MRP,3,0.0,1x per week
SUPPLIER293,ITEM_6625,400,PIECE,0.75,300.80,12200.0,49.8,200,200,5,9174.40,SITE3,BUYER11,MRP,96,91.8,1x per week
SUPPLIER45,ITEM_6627,75,PIECE,4.00,300.00,50.0,0.2,25,25,32,200.00,SITE6,BUYER2,MRP,25,50.0,1x per week
SUPPLIER146,ITEM_4450,700,PIECE,0.43,299.60,2800.0,11.4,700,700,2,1198.40,SITE7,BUYER11,MRP,23,100.0,5x per week
SUPPLIER148,ITEM_5612,525,PIECE,0.57,298.73,17350.0,70.8,525,525,7,9872.15,SITE6,BUYER11,MRP,235,43.2,2x per week
SUPPLIER205,ITEM_1032,3200,FOOT,0.09,297.60,6400.0,26.1,7200,7200,5,595.20,SITE2,BUYER6,MRP,600,100.0,5x per week
SUPPLIER181,ITEM_4766,185,PIECE,1.60,295.82,165.0,0.7,160,160,11,263.84,SITE7,BUYER11,MRP,1,100.0,1x per week
SUPPLIER235,ITEM_3283,7000,EACH,0.04,294.00,151000.0,616.3,1000,1000,5,6342.00,SITE2,BUYER7,MRP,2611,16.4,1x per week
SUPPLIER186,ITEM_6128,11700,INCH,0.03,292.50,191100.0,780.0,3900,3900,6,4777.50,SITE6,BUYER10,MRP,7800,74.2,5x per week
SUPPLIER35,ITEM_0397,2000,PIECE,0.15,292.00,29000.0,118.4,1000,1000,6,4234.00,SITE8,BUYER7,MRP,262,96.4,5x per week
SUPPLIER110,ITEM_2144,10000,EACH,0.03,290.00,185500.0,757.1,5000,5000,2,5379.50,SITE7,BUYER11,MRP,1592,100.0,5x per week
SUPPLIER51,ITEM_6343,700,PIECE,0.41,288.40,5250.0,21.4,350,350,22,2163.00,SITE6,BUYER7,MRP,200,65.5,2x per week
SUPPLIER219,ITEM_3814,36000,EACH,0.01,288.00,660000.0,2693.9,12000,12000,7,5280.00,SITE6,BUYER11,MRP,8581,87.4,3x per week
SUPPLIER219,ITEM_3814,36000,EACH,0.01,288.00,528000.0,2155.1,12000,12000,5,4224.00,SITE2,BUYER11,MRP,4310,83.8,3x per week
SUPPLIER51,ITEM_6409,2000,PIECE,0.14,286.00,64000.0,261.2,2000,2000,5,9152.00,SITE6,BUYER7,MRP,522,54.4,5x per week
SUPPLIER51,ITEM_3631,2000,PIECE,0.14,286.00,46000.0,187.8,2000,2000,5,6578.00,SITE10,BUYER7,MRP,600,59.5,2x per week
SUPPLIER272,ITEM_5843,57000,INCH,0.01,285.00,282000.0,1151.0,3000,3000,5,1410.00,SITE6,BUYER5,Min-max,,52.0,5x per week
SUPPLIER276,ITEM_5953,200,EACH,1.42,284.00,400.0,1.6,200,200,10,568.00,SITE1,BUYER4,MRP,5,100.0,2x per week
SUPPLIER284,ITEM_6518,6912,INCH,0.04,283.39,47232.0,192.8,3456,3456,7,1936.51,SITE3,BUYER10,MRP,2880,83.3,5x per week
SUPPLIER186,ITEM_5647,23400,INCH,0.01,280.80,46800.0,191.0,23400,23400,15,561.60,SITE6,BUYER10,MRP,11700,0.0,5x per week
SUPPLIER239,ITEM_4770,7800,PIECE,0.04,280.80,73800.0,301.2,2400,600,6,2656.80,SITE12,BUYER11,MRP,4000,96.0,1x per week
SUPPLIER219,ITEM_6555,4000,PIECE,0.07,280.00,188000.0,767.3,6000,6000,7,13160.00,SITE6,BUYER11,MRP,3380,93.0,1x per week
SUPPLIER67,ITEM_1221,4000,PIECE,0.07,280.00,34000.0,138.8,2000,2000,10,2380.00,SITE2,BUYER6,MRP,600,75.0,5x per week
SUPPLIER161,ITEM_4917,88,POUND,3.17,278.78,176.0,0.7,44,44,4,557.57,SITE9,BUYER2,Min-max,,75.0,1x per week
SUPPLIER26,ITEM_1491,110,PIECE,2.53,277.75,200.0,0.8,10,10,6,505.00,SITE10,BUYER2,MRP,50,0.0,2x per week
SUPPLIER152,ITEM_5399,7,EACH,39.50,276.50,31.0,0.1,20,20,20,1224.50,SITE3,BUYER4,MRP,1,40.0,5x per week
SUPPLIER32,ITEM_3494,5000,PIECE,0.06,275.00,10000.0,40.8,5000,5000,7,550.00,SITE10,BUYER4,MRP,61,100.0,2x per week
SUPPLIER51,ITEM_6030,700,PIECE,0.39,273.00,21350.0,87.1,350,350,7,8326.50,SITE6,BUYER7,MRP,257,56.5,2x per week
SUPPLIER51,ITEM_3518,10000,PIECE,0.03,270.00,140000.0,571.4,7500,7500,20,3780.00,SITE2,BUYER7,MRP,7957,61.3,5x per week
SUPPLIER218,ITEM_0753,19,PIECE,14.14,268.70,385.0,1.6,50,50,11,5444.67,SITE2,BUYER1,MRP,10,56.9,2x per week
SUPPLIER64,ITEM_3230,2000,PIECE,0.13,268.00,4000.0,16.3,2000,2000,10,536.00,SITE2,BUYER12,MRP,25,0.0,1x per week
SUPPLIER249,ITEM_4556,144,BOTTLE,1.85,266.40,1008.0,4.1,144,144,2,1864.80,SITE2,BUYER8,MRP,12,91.7,3x per week
SUPPLIER249,ITEM_4565,144,BOTTLE,1.85,266.40,864.0,3.5,144,144,2,1598.40,SITE2,BUYER8,MRP,10,72.7,3x per week
SUPPLIER249,ITEM_4567,144,BOTTLE,1.85,266.40,1584.0,6.5,144,144,2,2930.40,SITE2,BUYER8,MRP,22,76.5,2x per week
SUPPLIER249,ITEM_4568,144,BOTTLE,1.85,266.40,3504.0,14.3,144,144,2,6482.40,SITE2,BUYER8,MRP,44,93.8,2x per week
SUPPLIER249,ITEM_4570,144,BOTTLE,1.85,266.40,3168.0,12.9,144,144,2,5860.80,SITE2,BUYER8,MRP,41,85.6,2x per week
SUPPLIER146,ITEM_4717,900,EACH,0.30,265.50,9380.0,38.3,900,900,2,2767.10,SITE4,BUYER11,MRP,87,100.0,5x per week
SUPPLIER83,ITEM_6729,1500,PIECE,0.18,262.50,1500.0,6.1,3000,1500,25,262.50,SITE1,BUYER4,MRP,500,100.0,1x per week
SUPPLIER24,ITEM_0487,8,PIECE,32.73,261.84,15.0,0.1,10,1,6,490.95,SITE12,BUYER2,MRP,2,100.0,5x per week
SUPPLIER110,ITEM_2331,10000,EACH,0.03,260.00,80000.0,326.5,10000,10000,2,2080.00,SITE4,BUYER11,MRP,1,93.8,5x per week
SUPPLIER110,ITEM_2270,20000,EACH,0.01,260.00,340000.0,1387.8,20000,20000,2,4420.00,SITE8,BUYER11,MRP,2776,100.0,5x per week
SUPPLIER85,ITEM_2059,10800,INCH,0.02,259.20,457200.0,1866.1,28800,1800,5,10972.80,SITE2,BUYER5,MRP,5622,88.9,2x per week
SUPPLIER144,ITEM_3128,200,PIECE,1.30,259.20,12700.0,51.8,100,100,3,16459.20,SITE2,BUYER7,MRP,227,14.8,3x per week
SUPPLIER276,ITEM_5767,40,PIECE,6.46,258.40,40.0,0.2,40,40,5,258.40,SITE1,BUYER4,Min-max,,100.0,5x per week
SUPPLIER110,ITEM_2271,4000,EACH,0.06,256.00,11000.0,44.9,2000,2000,2,704.00,SITE7,BUYER11,MRP,98,100.0,5x per week
SUPPLIER110,ITEM_2199,7500,EACH,0.03,255.00,20000.0,81.6,2500,2500,2,680.00,SITE12,BUYER11,MRP,204,100.0,5x per week
SUPPLIER83,ITEM_2435,2800,EACH,0.09,254.80,140700.0,574.3,4900,700,5,12803.70,SITE2,BUYER4,MRP,1212,3.4,1x per week
SUPPLIER83,ITEM_2374,400,EACH,0.64,254.40,7200.0,29.4,1000,1000,5,4579.20,SITE2,BUYER4,MRP,54,0.0,1x per week
SUPPLIER218,ITEM_3135,500,EACH,0.51,254.00,15481.0,63.2,500,500,6,7864.35,SITE2,BUYER1,MRP,193,73.8,2x per week
SUPPLIER129,ITEM_3757,12000,EACH,0.02,252.00,781500.0,3189.8,12000,12000,3,16411.50,SITE2,BUYER3,MRP,5600,76.2,2x per week
SUPPLIER276,ITEM_5961,2000,EACH,0.13,252.00,24000.0,98.0,400,400,10,3024.00,SITE1,BUYER4,MRP,299,98.2,2x per week
SUPPLIER235,ITEM_3805,3500,PIECE,0.07,252.00,161000.0,657.1,3500,3500,5,11592.00,SITE2,BUYER7,MRP,1679,16.1,1x per week
SUPPLIER45,ITEM_2425,500,PIECE,0.50,250.00,3400.0,13.9,100,100,52,1700.00,SITE10,BUYER2,MRP,600,88.9,1x per week
SUPPLIER24,ITEM_5869,60,PIECE,4.14,248.40,180.0,0.7,30,30,5,745.20,SITE1,BUYER2,Min-max,,90.0,5x per week
SUPPLIER85,ITEM_1851,5760,PIECE,0.04,247.68,278400.0,1136.3,960,960,5,11971.20,SITE2,BUYER5,MRP,3495,84.7,2x per week
SUPPLIER175,ITEM_5358,120,PIECE,2.06,247.20,9360.0,38.2,120,120,3,19281.60,SITE3,BUYER12,Min-max,,94.1,3x per week
SUPPLIER196,ITEM_1741,200,EACH,1.22,244.80,1200.0,4.9,200,200,5,1468.80,SITE2,BUYER11,MRP,3,36.4,2x per week
SUPPLIER144,ITEM_6381,1500,FOOT,0.16,241.50,51000.0,208.2,1500,1500,7,8211.00,SITE6,BUYER7,MRP,1500,98.6,5x per week
SUPPLIER239,ITEM_4159,14200,EACH,0.02,241.40,140225.0,572.3,7100,7100,5,2383.83,SITE2,BUYER11,MRP,2818,70.8,1x per week
SUPPLIER24,ITEM_0475,8,PIECE,30.10,240.80,37.0,0.2,10,1,6,1113.70,SITE12,BUYER2,MRP,2,90.9,5x per week
SUPPLIER110,ITEM_2295,40000,PIECE,0.01,240.00,760000.0,3102.0,10000,10000,6,4560.00,SITE1,BUYER11,MRP,30000,98.6,1x per week
SUPPLIER27,ITEM_1783,3000,PIECE,0.08,240.00,12000.0,49.0,500,500,5,960.00,SITE13,BUYER2,Min-max,,83.3,5x per week
SUPPLIER110,ITEM_2191,20000,PIECE,0.01,240.00,390000.0,1591.8,10000,10000,1,4680.00,SITE2,BUYER11,MRP,3673,91.3,5x per week
SUPPLIER51,ITEM_3650,20000,PIECE,0.01,240.00,180000.0,734.7,20000,20000,3,2160.00,SITE2,BUYER7,MRP,1533,23.5,5x per week
SUPPLIER92,ITEM_1960,1632,PIECE,0.15,239.90,12648.0,51.6,816,408,10,1859.26,SITE2,BUYER3,MRP,367,91.0,2x per week
SUPPLIER146,ITEM_4655,250,EACH,0.95,238.25,550.0,2.2,250,250,2,524.15,SITE12,BUYER11,MRP,5,75.0,5x per week
SUPPLIER232,ITEM_3658,6800,EACH,0.04,238.00,132600.0,541.2,1700,1700,5,4641.00,SITE10,BUYER6,MRP,3400,93.7,3x per week
SUPPLIER35,ITEM_1772,100,PIECE,2.37,237.30,500.0,2.0,100,100,6,1186.50,SITE12,BUYER7,MRP,10,100.0,3x per week
SUPPLIER144,ITEM_2533,500,PIECE,0.47,235.50,23750.0,96.9,250,250,3,11186.25,SITE2,BUYER7,MRP,467,18.1,5x per week
SUPPLIER252,ITEM_3817,20,ROLL,11.72,234.48,101.0,0.4,24,24,5,1184.12,SITE10,BUYER3,Min-max,,100.0,1x per week
SUPPLIER200,ITEM_0953,16,PIECE,14.65,234.40,55.0,0.2,25,25,10,805.75,SITE3,BUYER4,MRP,1,100.0,5x per week
SUPPLIER144,ITEM_3215,240,PIECE,0.98,234.24,5760.0,23.5,120,120,3,5621.76,SITE2,BUYER7,MRP,105,7.8,5x per week
SUPPLIER186,ITEM_5686,9360,INCH,0.03,234.00,177840.0,725.9,4680,4680,6,4446.00,SITE6,BUYER10,MRP,9360,85.7,5x per week
SUPPLIER233,ITEM_3658,6800,EACH,0.03,231.20,372300.0,1519.6,1700,1700,5,12658.20,SITE3,BUYER6,MRP,14040,65.3,3x per week
SUPPLIER110,ITEM_2153,600,PIECE,0.39,231.00,400.0,1.6,200,200,7,154.00,SITE3,BUYER11,MRP,100,83.3,5x per week
SUPPLIER284,ITEM_6522,23040,INCH,0.01,230.40,92160.0,376.2,11520,11520,2,921.60,SITE6,BUYER10,MRP,11520,0.0,5x per week
SUPPLIER110,ITEM_2152,1000,PIECE,0.23,230.00,16000.0,65.3,500,500,3,3680.00,SITE6,BUYER11,MRP,106,98.2,5x per week
SUPPLIER205,ITEM_1029,1200,FOOT,0.19,229.20,6000.0,24.5,600,600,5,1146.00,SITE2,BUYER6,MRP,600,70.6,5x per week
SUPPLIER85,ITEM_5478,5720,EACH,0.04,228.80,17160.0,70.0,5720,5720,7,686.40,SITE6,BUYER5,MRP,2860,100.0,2x per week
SUPPLIER196,ITEM_1381,225,PIECE,1.02,228.60,48375.0,197.4,75,75,5,49149.00,SITE2,BUYER11,MRP,507,34.9,2x per week
SUPPLIER276,ITEM_5778,99,PIECE,2.29,226.71,757.0,3.1,50,50,10,1733.53,SITE3,BUYER4,MRP,9,100.0,2x per week
SUPPLIER226,ITEM_4929,36,PIECE,6.26,225.36,166.0,0.7,48,12,10,1039.16,SITE9,BUYER8,Min-max,,100.0,1x per week
SUPPLIER117,ITEM_5640,300,PIECE,0.75,224.40,900.0,3.7,300,300,6,673.20,SITE3,BUYER1,MRP,18,100.0,1x per week
SUPPLIER200,ITEM_5499,16000,EACH,0.01,224.00,249000.0,1016.3,8000,8000,3,3486.00,SITE1,BUYER11,MRP,3135,82.8,5x per week
SUPPLIER276,ITEM_5972,400,EACH,0.56,222.40,1000.0,4.1,200,200,18,556.00,SITE1,BUYER4,MRP,49,100.0,2x per week
SUPPLIER196,ITEM_6603,560,PIECE,0.39,218.96,1500.0,6.1,1000,1000,16,586.50,SITE3,BUYER11,MRP,1,100.0,1x per week
SUPPLIER216,ITEM_4361,84,CARTRIDGE,2.56,215.04,6899.0,28.2,24,12,7,17661.44,SITE2,BUYER5,MRP,150,68.1,2x per week
SUPPLIER232,ITEM_5712,10,PIECE,21.19,211.90,60.0,0.2,5,5,5,1271.40,SITE6,BUYER6,MRP,5,92.3,3x per week
SUPPLIER32,ITEM_2447,100,EACH,2.11,211.40,150.0,0.6,100,50,6,317.10,SITE4,BUYER4,MRP,2,100.0,2x per week
SUPPLIER231,ITEM_5816,19200,INCH,0.01,211.20,19200.0,78.4,19200,19200,5,211.20,SITE1,BUYER6,MRP,7878,100.0,3x per week
SUPPLIER35,ITEM_1755,200,PIECE,1.05,210.40,600.0,2.4,200,200,5,631.20,SITE2,BUYER7,MRP,7,71.4,3x per week
SUPPLIER196,ITEM_2475,2000,PIECE,0.11,210.00,12000.0,49.0,2000,2000,5,1260.00,SITE2,BUYER11,MRP,100,33.3,2x per week
SUPPLIER32,ITEM_2448,400,EACH,0.52,209.60,13100.0,53.5,100,100,6,6864.40,SITE8,BUYER4,MRP,163,86.0,2x per week
SUPPLIER85,ITEM_1810,675,PIECE,0.31,209.25,24300.0,99.2,675,675,5,7533.00,SITE2,BUYER5,MRP,460,90.3,2x per week
SUPPLIER35,ITEM_1819,1500,PIECE,0.14,205.50,33500.0,136.7,10000,10000,5,4589.50,SITE2,BUYER7,MRP,286,85.7,5x per week
SUPPLIER110,ITEM_2149,1000,PIECE,0.20,204.00,2000.0,8.2,1000,1000,3,408.00,SITE6,BUYER11,MRP,100,100.0,5x per week
SUPPLIER276,ITEM_5743,100,PIECE,2.04,204.00,600.0,2.4,50,50,7,1224.00,SITE6,BUYER4,MRP,8,90.0,2x per week
SUPPLIER146,ITEM_4530,625,EACH,0.32,199.38,1500.0,6.1,500,500,3,478.50,SITE10,BUYER11,MRP,16,13.8,5x per week
